3.745401188473624909e-01,9.507143064099161656e-01,7.319939418114050911e-01
5.986584841970366000e-01,1.560186404424365181e-01,1.559945203362026467e-01
5.808361216819946105e-02,8.661761457749351800e-01,6.011150117432088047e-01
7.080725777960454881e-01,2.058449429580244683e-02,9.699098521619943236e-01
8.324426408004217404e-01,2.123391106782761550e-01,1.818249672071006184e-01
1.834045098534338170e-01,3.042422429595377231e-01,5.247564316322378408e-01
4.319450186421157634e-01,2.912291401980419137e-01,6.118528947223794701e-01
1.394938606520418345e-01,2.921446485352181544e-01,3.663618432936917024e-01
4.560699842170359286e-01,7.851759613930135995e-01,1.996737821583597361e-01
5.142344384136116053e-01,5.924145688620424677e-01,4.645041271999772459e-02
6.075448519014383653e-01,1.705241236872915289e-01,6.505159298527951606e-02
9.488855372533332444e-01,9.656320330745593594e-01,8.083973481164611341e-01
3.046137691733706854e-01,9.767211400638386998e-02,6.842330265121568944e-01
4.401524937396013026e-01,1.220382348447788257e-01,4.951769101112701854e-01
3.438852111521839561e-02,9.093204020787820641e-01,2.587799816000169173e-01
6.625222843539819717e-01,3.117110760894109545e-01,5.200680211778108131e-01
5.467102793432796481e-01,1.848544555255270394e-01,9.695846277645585598e-01
7.751328233611145535e-01,9.394989415641891162e-01,8.948273504276488266e-01
5.978999788110851421e-01,9.218742350231168281e-01,8.849250205191949714e-02
1.959828624191451985e-01,4.522728891053806599e-02,3.253303307632643415e-01
3.886772896894820084e-01,2.713490317738959101e-01,8.287375091519293413e-01
3.567533266935892788e-01,2.809345096873807623e-01,5.426960831582484657e-01
1.409242249747626463e-01,8.021969807540396680e-01,7.455064367977082274e-02
9.868869366005172949e-01,7.722447692966574184e-01,1.987156815341724059e-01
5.522117123602399147e-03,8.154614284548341585e-01,7.068573438476171145e-01
7.290071680409873078e-01,7.712703466859457402e-01,7.404465173409036094e-02
3.584657285442726105e-01,1.158690595251297140e-01,8.631034258755935218e-01
6.232981268275579190e-01,3.308980248526491863e-01,6.355835028602363490e-02
3.109823217156622022e-01,3.251833220267470459e-01,7.296061783380640708e-01
6.375574713552131234e-01,8.872127425763265407e-01,4.722149251619492949e-01
1.195942459383017020e-01,7.132447872229950026e-01,7.607850486168974413e-01
5.612771975694962334e-01,7.709671799545609883e-01,4.937955963643907431e-01
5.227328293819940574e-01,4.275410183585496293e-01,2.541912674409518846e-02
1.078914269933044512e-01,3.142918568673425117e-02,6.364104112637803956e-01
3.143559810763266738e-01,5.085706911647027706e-01,9.075664739260930203e-01
2.492922291488749442e-01,4.103829230356297320e-01,7.555511385430486726e-01
2.287981654916224628e-01,7.697990982879299171e-02,2.897514529137680261e-01
1.612212872540044195e-01,9.296976523425730665e-01,8.081203795644169574e-01
6.334037565104234657e-01,8.714605901877177097e-01,8.036720768991144626e-01
1.865700588860358389e-01,8.925589984899777729e-01,5.393422419156507219e-01
8.074401551640625341e-01,8.960912999234932341e-01,3.180034749718638754e-01
1.100519245276767588e-01,2.279351625419416827e-01,4.271077886262563128e-01
8.180147659224931145e-01,8.607305832563434400e-01,6.952130531190703344e-03
5.107473025775657316e-01,4.174110031487789918e-01,2.221078104707302492e-01
1.198653673336828041e-01,3.376151714036279561e-01,9.429097039125191593e-01
3.232029320207552292e-01,5.187906217433660983e-01,7.030189588951778479e-01
3.636296023792939813e-01,9.717820827209606716e-01,9.624472949421112311e-01
2.517822958253641552e-01,4.972485058923854506e-01,3.008783098167696624e-01
2.848404943774676124e-01,3.688694735453279527e-02,6.095643339798968441e-01
5.026790232288614879e-01,5.147875124998935181e-02,2.786464642366114353e-01
9.082658859666536966e-01,2.395618906669724213e-01,1.448948720912230925e-01
4.894527602775630148e-01,9.856504541106007045e-01,2.420552715115004139e-01
6.721355474058785529e-01,7.616196153287175807e-01,2.376375439923996691e-01
7.282163486118595763e-01,3.677831327192532251e-01,6.323058305935794765e-01
6.335297107608947043e-01,5.357746840747584782e-01,9.028977005440830261e-02
8.353024955892379699e-01,3.207800649717358343e-01,1.865185103998542315e-01
4.077514155476391622e-02,5.908929431882418148e-01,6.775643618422824144e-01
1.658782892785615193e-02,5.120930582992809788e-01,2.264957751979379541e-01
6.451727904094498589e-01,1.743664290049914412e-01,6.909377381024659481e-01
3.867353463005374081e-01,9.367299887367345201e-01,1.375209441459932513e-01
3.410663510502585094e-01,1.134735212405890703e-01,9.246936182785627789e-01
8.773393533809810130e-01,2.579416277151556081e-01,6.599840460341790394e-01
8.172222002012158315e-01,5.552008115994623294e-01,5.296505783560064851e-01
2.418522909004516830e-01,9.310276780589921142e-02,8.972157579533267535e-01
9.004180571633304542e-01,6.331014572732679424e-01,3.390297910487006794e-01
3.492095746126608891e-01,7.259556788702393737e-01,8.971102599525770938e-01
8.870864242651173015e-01,7.798755458576238642e-01,6.420316461542877606e-01
8.413996499504883264e-02,1.616287140946137679e-01,8.985541885270792450e-01
6.064290596595899308e-01,9.197051616629647874e-03,1.014715428660321050e-01
6.635017691080558055e-01,5.061583846218686844e-03,1.608080514174986542e-01
5.487337893665861221e-01,6.918951976926932534e-01,6.519612595026005319e-01
2.242693094605597848e-01,7.121792213475358624e-01,2.372490874968000707e-01
3.253996981592677251e-01,7.464914051180241428e-01,6.496328990472146625e-01
8.492234104941779327e-01,6.576128923003433657e-01,5.683086033354716182e-01
9.367476782809247560e-02,3.677158030594335214e-01,2.652023676817254483e-01
2.439896433790835761e-01,9.730105547524455778e-01,3.930977246667604064e-01
8.920465551771132873e-01,6.311386259972628920e-01,7.948113035416484173e-01
5.026370931051921120e-01,5.769038846263591092e-01,4.925176938188638998e-01
1.952429877980444983e-01,7.224521152615053232e-01,2.807723624408557939e-01
2.431596643145383929e-02,6.454722959071678146e-01,1.771106794070489432e-01
9.404585843529142952e-01,9.539285770025873745e-01,9.148643902204485201e-01
3.701587002554443950e-01,1.545661652886742843e-02,9.283185625877253822e-01
4.281841483173143281e-01,9.666548190436695664e-01,9.636199770892528438e-01
8.530094554673600671e-01,2.944488920695856882e-01,3.850977286019252599e-01
8.511366715168569019e-01,3.169220051562776641e-01,1.694927466860924881e-01
5.568012624583501546e-01,9.361547741607809670e-01,6.960297966749730003e-01
5.700611700893649658e-01,9.717649377076853501e-02,6.150072266991697401e-01
9.900538501042632777e-01,1.400840152365240288e-01,5.183296523637367370e-01
8.773730719279554391e-01,7.407686177542044392e-01,6.970157409952679739e-01
7.024840839871092646e-01,3.594911512197551673e-01,2.935918442644933624e-01
8.093611554785136164e-01,8.101133946791807539e-01,8.670723185801036959e-01
9.132405525564712967e-01,5.113423988609377968e-01,5.015162946871996041e-01
7.982951789667751541e-01,6.499639307777651531e-01,7.019668772577033478e-01
7.957926694361010522e-01,8.900053418175662978e-01,3.379951568515358051e-01
3.755829526399440121e-01,9.398193984086899988e-02,5.782801409961739747e-01
3.594227379674208578e-02,4.655980181324601563e-01,5.426446347075766230e-01
2.865412521282844072e-01,5.908332605690107542e-01,3.050024993904942860e-02
3.734818874921441711e-02,8.226005606596582531e-01,3.601906414112628907e-01
1.270605126518847827e-01,5.222432600548043702e-01,7.699935530986108390e-01
2.158210274968431763e-01,6.228904758190002555e-01,8.534746499376799633e-02
